,PropertyID,Address ,Building Name,Suite,City,State,Postal Code,Market ,Sub Market Cluster,Sub Market,Micro Market,Property Type,Building Type,Building Sub Type,Building Sub Specialty,Building Class,Building Sub Class,Building Status,Space Type,Availability Type,Space Condition,Build Out Condition,Condition,Floors,Is Available,Is Vacant,Is Full Floor?,Is Full Building?,Is Divisibile?,View Space,Min Available s.f.,Max Available s.f.,Rent Low,Rent High,Rent Type,Sale Price,Floor Contig s.f.,Large Block (Bldg Contig) s.f.,Calculated Bldg Contig s.f.,Bldg Contig Rent,Operating Expenses p.s.f.,Taxes p.s.f.,Common Area Maintenance p.s.f.,Date on Market,Vacating Tenant Company,Date Vacant,New Tenant,Move In Date,Earliest Move In Timing,Earliest Move in Date,Minimum Lease Term Months,Maximum Lease Term Months,In Statistics?,Sublessor Company,Listing Broker Company,Amenities,Amenity Comments,Building Size,Building Primary Owner,Column Spacing Width,Column Spacing Depth,Building Location
1811,28694,2501 Patriot Blvd,Prairie Glen Corporate Campus,,Glenview,Illinois,60026,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Proposed Long-Term,Direct,For Lease,,Shell Space,,1st,No,No,No,No,No,,"10,000","10,000",$27.82,$31.82,,,"10,000","10,000",0,$0.00,,,,7-9-2001,,,,1-1-2019,TBD,,,,No,,,,,"400,000",Prologis,,,
1812,28702,2550 W Golf Rd,Golf Tower,,Rolling Meadows,Illinois,60008,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,LL,No,No,No,No,No,,"12,000","12,000",$53.55,$56.55,Full Service Gross,,"12,000","12,000","27,020",,,,,3-29-2019,,,,6-29-2019,Negotiable,,36.0,120.0,Yes,,NAI Hiffman,,,"270,200",DeerPark Investors,,,
1827,28704,2570 Foxfield Rd,Phase I,103,Saint Charles,Illinois,60174,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"1,201","1,201",$22.75,$24.75,,,"1,201","1,201","3,282",$0.00,,,,10-16-2017,,,,,Vacant,,,,No,,,,,"37,000",Adams LaSalle Realty,,,
1830,28705,2580 Foxfield Rd,Phase II,201,Saint Charles,Illinois,60174,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"3,257","3,257",$26.50,$28.50,Modified Gross,,"3,257","3,257",0,$19.75,,,,10-11-2017,,,,6-15-2019,,,,,No,,Cawley Chicago Commercial Real Estate,,,"37,000",Adams LaSalle Realty,,,
1832,28717,263 Shuman Blvd,Shuman Boulevard 263,1st,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,,,,,1st,No,No,No,No,No,,,"9,076",21.5,$23.50,,,,"9,076","69,974",,,,,9-23-2019,,,,9-1-2019,Specific Date,9-1-2019,,,Yes,,,,,"350,461",Franklin Partners,,,
1839,28720,2650 Warrenville Rd,Corridors Three,285,Downers Grove,Illinois,60515,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,2nd,Yes,Yes,No,No,No,,"3,394","3,394",$17.00,$20.00,N,,"3,394","3,394","5,671",$18.25,,,,10-23-2015,,,,,Vacant,,,,Yes,,,,,"221,969",Lone Star Funds,,,
1843,28722,2651 Warrenville Rd,Corridors One,,Downers Grove,Illinois,60515,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Sublet,,,,,1st,No,Yes,No,No,No,,,"1,966",$29.00,$34.00,Full Service Gross,,,"1,966","31,342",,,,,9-24-2019,,,,12-1-2019,Vacant,,,,Yes,,,,,"149,896","SoundView Real Estate Partners, LLC",,,
1848,28723,26525 N Riverwoods Blvd,26525 North Riverwoods,,Mettawa,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,,,,,1-3,No,No,No,No,No,,,"558,859",42.09,$45.09,Full Service Gross,,,"558,859",0,,,,,9-21-2018,,,,,Vacant,,,,No,,,,,"558,859",AbbVie,,,
1849,28724,2655 Warrenville Rd,Corridors Two,,Downers Grove,Illinois,60515,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,,,,,P 2,No,No,No,No,No,,,"26,069",$22.50,$24.50,Full Service Gross,,,"26,069","15,581",,,,,7-1-2017,,,,12-1-2017,Vacant,,,,Yes,,,,,"149,896","SoundView Real Estate Partners, LLC",,,
1855,540536,2718 W Roscoe St,,,Chicago,Illinois,60618,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"38,031","38,031",27.93,$32.93,Full Service Gross,,,,0,,,,,5-22-2019,,,,11-22-2019,,,,,No,,Colliers International,,,"121,666",SG Interactive,,,
1857,28750,2801 Lakeside Dr,Corporate North @ 2801 Lakeside,,Bannockburn,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"13,935","13,935",$47.00,$48.00,Full Service Gross,,,,"5,619",,,,,11-15-2018,,,,,Vacant,,,,Yes,,NAI Hiffman,,,"98,680","FGMK, LLC",,,
1863,28755,28100 Torch Pkwy,Cantera Meadows West,100,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"2,175","2,175",$46.09,$50.09,Full Service Gross,,"2,175","2,175","17,347",$16.00,,,,4-3-2014,,,,,Vacant,,,,Yes,,,,,"203,842",Adventus Realty Services Inc.,,,
1867,28756,2815 Forbs Ave,2815 Forbs,104,Hoffman Estates,Illinois,60192,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Shell Space,,1st,Yes,Yes,No,No,Yes,,"5,000","9,593",$43.24,$44.24,Full Service Gross,,"9,593","9,593","9,593",$15.00,,,,5-9-2008,,,,,Vacant,,,,Yes,,,,,"95,237",Liberty Mutual Insurance Company,,,
1869,541721,28160 W Northwest Hwy,Northwest Professional Bldg,124,Lake Barrington,Illinois,60010,Chicago,Suburban,Northwest,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Shell Space,Excellent,1st,Yes,Yes,No,No,No,,724,724,,$1.00,Full Service Gross,,724,724,"5,759",,,,,5-2-2019,,,,,Vacant,,24.0,36.0,No,,Frontline Real Estate Partners,,,"57,000","Barrington Medical Development, LLC",,,
1877,209119,2870 Forbs Ave,Prairie Stone Innovation Center,,Hoffman Estates,Illinois,60192,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,No,Yes,No,No,,"36,000","36,000",$14.50,$17.50,Full Service Gross,,"36,000","72,000","72,000",$0.00,,,,6-30-2015,,,,,30 Days,,,,Yes,,,,,"72,000",Thurcon Properties Ltd,,,
1879,28762,2895 Greenspoint Pkwy,Greenspoint III,500,Hoffman Estates,Illinois,60169,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,5th,Yes,Yes,Yes,No,No,,"26,453","26,453",$19.50,$21.50,Full Service Gross,,"26,453","26,453","26,453",$14.00,,,,2-22-2010,,,,,Vacant,,,,Yes,,,,,"157,764",Teachers Retirement System of Illinois,,,
1883,589094,2915 Jorie Blvd,,,Oak Brook,Illinois,60523,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,Excellent,2nd,Yes,Yes,No,No,No,,"82,907","82,907",$27.00,$28.00,NNN,,"82,907","248,721","248,721",,,,,7-22-2019,,,,,Vacant,,144.0,144.0,No,,JLL,,,"331,628","JPD Oak Brook Holdings, LLC",,,
1886,28772,3 Corporate Dr,Three Corporate,,Long Grove,Illinois,60047,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,,1st,No,No,No,No,No,,"11,174","11,174",$33.60,$35.60,Full Service Gross,,"11,174","11,174","12,662",$0.00,,,,2-22-2018,,,,6-7-2019,30 Days,,,,Yes,,,,,"308,305",Apollo Global Management,,,
1889,28776,3 Hawthorn Pkwy,Three Hawthorn Parkway,150,Vernon Hills,Illinois,60061,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,Excellent,1st,Yes,No,No,No,No,,"5,686","5,686",$26.07,$28.07,N,,"5,686","5,686","5,686",,,,,8-13-2019,,,,,30 Days,,,,No,,Hamilton Partners,,,"98,000",Hamilton Partners,,,
1898,28775,3 Parkway N,Three Parkway North,100S,Deerfield,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"2,721","2,721",,$2.00,Full Service Gross,,"2,721","2,721","53,707",$0.00,,,,7-7-2016,,,,,Vacant,,,,Yes,,,,,"257,555",Fulcrum Asset Advisors,,,
1903,28777,3 Westbrook Corporate Ctr,Westbrook Tower III,400,Itasca,Illinois,60143,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,Yes,No,No,,"22,806","22,806",$16.50,$19.50,Full Service Gross,,"22,806","22,806","22,806",$17.50,,,,1-30-2015,,,,,Vacant,,,,Yes,,,,,"220,070",Hamilton Partners,,,
1905,4812,30 S Wacker Dr,CME Center,1270,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,12th,Yes,No,No,No,No,,"4,029","4,029",$32.00,$36.00,NNN,,"4,029","4,029","18,694",,,,,4-29-2019,,,,,Specific Date,4-1-2020,36.0,120.0,Yes,,Tishman Speyer,,,"1,200,000",Tishman Speyer,,,
1929,28782,300 Knightsbridge Pkwy,300 Knightsbridge,126,Lincolnshire,Illinois,60069,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,263,263,39,$41.00,,,263,263,"23,870",,,,,12-17-2018,,,,2-5-2019,30 Days,,,,Yes,,Van Vlissingen & Company,,,"115,246",Van Vissingen and Company,,,
1950,269677,300 N Field Dr,Cadence at Conway Park,,Lake Forest,Illinois,60045,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,,,,,1st,Yes,Yes,No,No,No,,"35,237","35,237",$32.90,$33.90,Full Service Gross,,"35,237","35,237","35,237",$0.00,,,,12-22-2016,,,,,Vacant,,,,Yes,,,,,"139,915",The Missner Group,,,
1953,28784,300 N Milwaukee Ave,Continental Executive Park III,,Vernon Hills,Illinois,60061,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,Yes,Yes,Yes,No,No,,"25,148","25,148",$34.00,$39.00,Full Service Gross,,"25,148","75,444","75,444",$14.50,,,,3-13-2015,,,,,Vacant,,,,Yes,,,,,"75,444",JMS Capital Group,,,
1956,28785,300 Park Blvd,300 Park,105,Itasca,Illinois,60143,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"4,618","4,618",$27.56,$31.56,Full Service Gross,,"4,618","4,618","19,022",$16.00,,,,4-17-2012,,,,4-1-2019,Vacant,,,,Yes,,,,,"220,070",Hamilton Partners,,,
1967,4828,300 S Riverside Plz,Riverside Plaza,,Chicago,Illinois,60606,Chicago,CBD,West Loop,,Office,Office,Office,,A,-,Existing,Sublet,For Lease,,,,2nd,No,Yes,No,No,No,,"8,718","8,718",22.75,$23.75,,,,"8,718","53,486",,,,,12-3-2018,,,,,Specific Date,,,,Yes,,Avison Young,,,"1,048,357",Mizrachi Group,,,
1980,4829,300 S Wacker Dr,300 S Wacker,,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,2nd,Yes,No,No,No,No,,"5,149","5,149",$43.23,$48.23,,,"5,149","5,149","16,149",$0.00,,,,8-23-2017,,,,,30 Days,,,,Yes,,,,,"535,726",Alcion Ventures L.P.,,,
2003,28787,300 Tower Pkwy,300 Tower,,Lincolnshire,Illinois,60069,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,Yes,No,No,,"35,109","35,109",$23.00,$27.00,Full Service Gross,,"35,109","175,545","175,545",$16.50,,,,2-11-2013,,3-1-2020,,,Vacant,,,,Yes,,,,,"175,545",Van Vlissingen & Company,,,
2008,28794,3000 Lakeside Dr,Bannockburn Corporate Center,105S,Bannockburn,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"9,869","9,869",$31.45,$34.45,N,,"9,869","9,869","4,785",$15.50,,,,11-17-2015,,,,7-16-2019,Specific Date,7-16-2019,,,Yes,,NAI Hiffman,,,"209,421",Dougherty Real Estate Equity Advisors LLC,,,
2013,540518,3000 N Halsted St,Illinois Masonic Medical Office Center,325,Chicago,Illinois,60657,Chicago,Non-CBD,Clybourn Corridor,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,3rd,Yes,Yes,No,No,No,,"1,094","1,094",$49.00,$53.00,Full Service Gross,,"1,094","1,094","5,424",,,,,3-19-2019,,,,,Vacant,,36.0,120.0,No,,Colliers International,,,"142,955",Healthcare Realty,,,
2026,28801,3005 Highland Pkwy,Highland Landmark V,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,7th,Yes,Yes,Yes,No,Yes,,"17,500","34,465",32,$36.00,Full Service Gross,,"34,465","34,465","34,465",,,,,8-7-2019,,,,,Vacant,,,,Yes,,Newmark Knight Frank,,,"255,200",Adventus Realty Services Inc.,,,
2027,28804,3010 Highland Pky,Highland Landmark III,100,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,1st,No,Yes,No,No,No,,"9,685","9,685",$40.00,$45.00,N,,"9,685","9,685","52,496",$20.00,,,,6-1-2012,,,,11-30-2019,Vacant,,36.0,60.0,Yes,,Cushman & Wakefield,,,"275,197",Lone Star Funds,,,
2037,28806,3025 Highland Pky,Highland Landmark II,325,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,No,No,No,No,No,,"3,457","3,457",$43.73,$47.73,NNN,,"3,457","49,048","37,168",$19.25,,,,4-4-2017,,,,1-1-2019,Vacant,,,,Yes,,,,,"284,278",James Campbell Company,,,
2045,397658,303 E Army Trail Rd,Willowlake Center,120,Bloomingdale,Illinois,60108,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"1,489","1,489",$34.00,$38.00,Full Service Gross,,"1,489","1,489","4,669",$21.00,,,,11-1-2012,,,,1-1-2019,Vacant,,0.0,0.0,No,,,,,"67,000",Zaragon Holdings Inc,,,
2059,578512,303 E Main St,,101,Barrington,Illinois,60010,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,Yes,Yes,No,No,Yes,,"1,072","3,137",$46.00,$50.00,N,,"3,137","3,137","3,137",,,,,4-16-2019,,,,,Vacant,,,,No,,"Chicagoland Commercial, Inc.",,,"29,197","Barrington Services Group, Inc.",,,
2061,4845,303 W Madison St,303 W Madison,750,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,7th,Yes,Yes,No,No,No,,"2,978","2,978",$23.00,$25.00,N,,"2,978","2,978","8,043",$22.00,,,,1-5-2017,,,,,Vacant,,,,Yes,,,,,"310,880",Grupo JB,,,
2074,28814,3050 Highland Pky,Highland Landmark IV,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,Excellent,1st,Yes,Yes,Yes,No,No,,"31,623","31,623",$16.00,$20.00,NNN,,"31,623","31,623","32,896",$19.50,,,,11-8-2012,,,,,Vacant,,,,Yes,,,,,"251,275",Barrington Venture,,,
2077,28817,3075 Highland Pky,Highland Landmark I,3,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"6,363","6,363",$40.00,$43.00,N,,,,0,,,,,2-28-2019,,,,5-28-2019,,,,,Yes,,CBRE,,,"280,000","Falcon Real Estate Investment Management, Ltd.",,,
2083,209145,3100 Sanders Rd,West Plaza,,Northbrook,Illinois,60062,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,1st,No,No,Yes,No,No,,"51,013","51,013",$50.00,$53.00,Full Service Gross,,"51,013","51,013","77,902",$0.00,,,,8-5-2015,,,,1-1-2019,Vacant,,,,Yes,,,,,"365,268",Allstate Insurance,,,
2088,4877,311 S Wacker Dr,311 South Wacker,480,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,4th,Yes,Yes,No,No,No,,"7,244","7,244",$0.00,$3.00,N,,"7,244","7,244","68,745",$21.50,,,,10-4-2017,,,,,Vacant,,,,Yes,,Cushman & Wakefield,,,"1,313,315",Zeller Realty Group,,,
2165,350188,318 N Carpenter St,Carpenter Hall,,Chicago,Illinois,60607,Chicago,CBD,Fulton Market,,Office,Office,Creative,,A,,Under Construction,Direct,For Lease,,,Excellent,GRND,Yes,No,No,No,No,,"9,532","9,532",$44.80,$48.80,Full Service Gross,,"9,532","9,532","94,784",,,,,6-18-2019,,,,,Specific Date,8-1-2020,,,Yes,,MB Real Estate Services,,,"108,054",ASB Capital Management,,,
2173,425782,320 N Sangamon St,310 N Sangamon,100,Chicago,Illinois,60607,Chicago,CBD,Fulton Market,,Office,Office,Creative,,A,,Under Construction,Direct,For Lease,,,,GRND,Yes,No,No,No,No,,"8,284","8,284",51,$52.00,,,"8,284","8,284","28,169",,,,,5-20-2019,,,,,Specific Date,1-1-2021,,,No,,Tishman Speyer,,,"297,273",Mark Goodman & Associates,,,
2184,586676,320 W Erie St,,,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Office,,A,,Proposed Long-Term,Direct,For Lease,,Shell Space,Excellent,1st,Yes,No,Yes,No,No,,"11,100","11,100",45,$50.00,Full Service Gross,,"11,100","150,000","150,000",,,,,7-30-2019,,,,,Specific Date,1-1-2021,,,No,,Newmark Knight Frank,,,"150,000",,,,
2198,28839,3200 Highland Ave,,,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,2nd,Yes,No,No,No,No,,"7,643","7,643",$0.00,$1.00,,,"7,643","7,643","22,423",$0.00,,,,1-11-2017,,,,,Negotiable,,,,No,,,,,"125,000",Coventry Health Care,,,
2200,4918,321 N Clark St,321 North Clark at Riverfront Plaza,325,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,Average,3rd,Yes,No,No,No,No,,"6,122","6,122",$31.00,$34.00,Full Service Gross,,"6,122","6,122","27,714",,,,,4-3-2019,,,,,Specific Date,2-1-2020,60.0,120.0,Yes,,Hines,,,"896,502",Hinsdale Management,,,
2218,4920,321 S Plymouth Ct,Chicago Bar Association Building,A,Chicago,Illinois,60604,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,12th,Yes,Yes,No,No,No,,"4,295","4,295",$28.94,$29.94,Modified Gross,,"4,295","10,215","10,215",$30.00,,,,4-28-2015,,,,,Vacant,,,,No,,,,,"99,027",John Marshall Law School,,,
2220,28845,3250 Lacey Rd,Esplanade V,110,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,1st,Yes,Yes,No,No,No,,"2,320","2,320",$18.00,$23.00,N,,"10,563","10,563","14,090",$19.75,,,,3-25-2016,,,,,Vacant,,,,Yes,,Hamilton Partners,,,"164,000","Accesso Partners, LLC",,,
2225,350428,330 N Green St,Former Coyne College,,Chicago,Illinois,60607,Chicago,CBD,Fulton Market,,Office,Office,Creative,,A,,Demolished,Direct,For Lease,,,Excellent,1st,Yes,Yes,Yes,No,No,,"40,881","40,881",$22.00,$24.00,N,,"40,881","76,432","76,432",$31.50,,,,9-22-2016,,,,,Vacant,,0.0,0.0,No,,,,,"76,432",Sterling Bay,,,
2228,397790,330 N Green St,The Porch,,Chicago,Illinois,60607,Chicago,CBD,Fulton Market,,Office,Office,Creative,,A,,Proposed Short-Term,Direct,For Lease,,,,4th,Yes,No,No,No,No,,"24,242","24,242",,$3.00,N,,"24,242","24,242","51,075",,,,,6-13-2019,,,,,Specific Date,1-1-2022,,,No,,Sterling Bay,,,"672,000",Sterling Bay,,,
2242,4948,330 N Wabash Ave,330 N Wabash,1625,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,-,Existing,Direct,For Lease,,,,16th,No,Yes,No,No,No,,"5,818","5,818",$14.00,$18.00,Full Service Gross,,"5,818","5,818","6,526",$28.50,,,,6-5-2018,,,,,Vacant,,0.0,0.0,Yes,,,,,"1,141,760",Beacon Capital Partners,,,
2257,28854,3325 Warrenville Rd,Central Park of Lisle Phase III,,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Proposed Short-Term,Direct,For Lease,,Shell Space,,1st,Yes,No,Yes,No,Yes,,"1,500","38,000",$29.88,$33.88,,,"38,000","243,000","243,000",$0.00,,,,6-19-2006,,,,,TBD,,,,No,,,,,"243,000",,,,
2263,28856,333 E Butterfield Rd,Highland Pointe I,100,Lombard,Illinois,60148,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"3,648","3,648",$27.00,$32.00,N,,"3,648","3,648","15,534",$16.50,,,,8-24-2017,,,,7-19-2019,Specific Date,7-19-2019,,,Yes,,Hamilton Partners,,,"183,592",Hamilton Partners,,,
2270,335618,333 N Green St,GR333N,,Chicago,Illinois,60607,Chicago,CBD,Fulton Market,,Office,Office,Creative,,A,,Under Construction,Direct,For Lease,,,Excellent,1st,No,No,Yes,No,No,,"40,881","40,881",$28.53,$33.53,N,,"40,881","40,881",0,$31.50,,,,9-22-2016,,,,,Specific Date,,0.0,0.0,Yes,,,,,"555,524",Sterling Bay,,,
2273,4969,333 W Wacker Dr,West Wacker 333,275,Chicago,Illinois,60606,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,No,No,No,No,,"2,168","2,168",$38.00,$43.00,Full Service Gross,,"2,168","2,168","26,912",,,,,4-11-2019,,,,,Specific Date,7-1-2019,60.0,60.0,Yes,,Hines,,,"867,821",AFL-CIO Building Investment Trust,,,
2284,28863,3333 Beverly Rd,The Elm Building,BLDG E,Hoffman Estates,Illinois,60192,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"14,716","14,716",$39.00,$40.00,Full Service Gross,,"14,716","14,716","63,823",$22.50,,,,12-16-2015,,,,,Vacant,,,,Yes,,,,,"2,400,000",Sears Holdings Corporation,,,
2295,28864,3333 Finley Rd,Finley Point,100,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,Yes,No,Yes,,"1,500","18,646",$34.00,$38.00,NNN,,"18,646","18,646","24,031",$19.00,,,,9-7-2016,,,,,Vacant,,,,Yes,,,,,"236,440",Lone Star Funds,,,
2300,28865,3333 Warrenville Rd,Central Park of Lisle II,115,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,1st,Yes,No,No,No,No,,"1,666","1,666",$30.21,$33.21,Full Service Gross,,"1,666","1,666","35,779",,,,,4-12-2019,,,,,Specific Date,1-1-2020,,,Yes,,Lincoln Property Company,,,"311,912",Fulcrum Asset Advisors,,,
2312,540112,345 N Morgan St,345 N Morgan,,Chicago,Illinois,60607,Chicago,CBD,Fulton Market,,Office,Office,Creative,,A,,Proposed Short-Term,Direct,For Lease,,,,1st,Yes,No,No,No,No,,"22,000","22,000",28,$33.00,N,,"22,000","198,000","198,000",,,,,12-5-2018,,,,,Specific Date,3-1-2021,,,No,,Sterling Bay,,,"236,000",Sterling Bay,,,
2322,4996,35 W Wacker Dr,Leo Burnett Building,,Chicago,Illinois,60601,Chicago,CBD,Central Loop,,Office,Office,Office,,A,,Existing,Direct,,,,,34,No,No,No,No,No,,,"24,745",40.5,$42.50,,,,"24,745","7,876",,,,,3-26-2018,,,,8-1-2018,Vacant,,,,Yes,,,,,"1,118,148",UBS,,,
2324,5001,350 N Orleans St,River North Point,C2/S-11,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Existing,Direct,For Lease,,Partial Build-Out,,LL,Yes,Yes,No,No,No,,"3,650","3,650",$27.52,$28.52,N,,"3,650","3,650","255,667",,,,,10-1-2019,,,,,Vacant,,,,Yes,,CBRE,,,"1,336,867",Blackstone Group,,,
2341,28877,3500 Lacey Rd,Esplanade II,230,Downers Grove,Illinois,60515,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,Excellent,2nd,Yes,No,No,No,No,,"4,008","4,008",$19.75,$24.75,N,,"4,008","4,008","4,008",$21.00,,,,10-18-2018,,,,,30 Days,,,,Yes,,Hamilton Partners,,,"583,982",Bentall Kennedy,,,
2345,140699,372 W Ontario St,372 West Ontario,100,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Existing,Direct,For Lease,,,,1st,Yes,No,No,No,No,,"5,155","5,155",$49.00,$51.00,Modified Gross,,"5,155","5,155","6,942",,,,,3-29-2019,,,,,Specific Date,7-1-2019,36.0,60.0,Yes,,Urban Innovations,,,"40,125",Urban Innovations,,,
2350,335631,375 N Morgan St,THREE SEVENTY-FIVE MORGAN,2nd,Chicago,Illinois,60607,Chicago,CBD,Fulton Market,,Office,Office,Creative,,A,,Proposed Short-Term,Direct,For Lease,,,,2nd,Yes,No,No,No,No,,"28,000","28,000",$27.50,$32.50,NNN,,"28,000","174,000","174,000",$0.00,,,,12-7-2015,,,,,Specific Date,5-1-2020,,,No,,,,,"185,000",Structure Management Midwest,,,
2359,28900,377 E Butterfield Rd,Highland Pointe II,100,Lombard,Illinois,60148,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,1st,Yes,Yes,No,No,No,,"3,904","3,904",$27.97,$28.97,N,,"3,904","3,904","10,229",$16.50,,,,1-24-2017,,,,,Vacant,,,,Yes,,Hamilton Partners,,,"183,516",Hamilton Partners,,,
2372,28902,3800 Golf Rd,Atrium Corporate Center,220,Rolling Meadows,Illinois,60008,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,No,No,No,No,,"77,206","77,206",$45.15,$46.15,Full Service Gross,,"130,652","77,206","77,206",,,,,5-16-2019,,,,,Specific Date,6-20-2019,,,Yes,,Avison Young,,,"467,000",Spear Street Capital,,,
